Run npm ci --no-audit --no-fund
npm info using npm@11.13.0
npm info using node@v24.16.0
npm verbose title npm ci
npm verbose argv "ci" "--no-audit" "--no-fund"
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.10.4.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.11.5.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.12.6.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.13.7.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.14.8.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.15.9.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.16.10.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.17.11.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.18.12.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.19.13.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.20.14.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.21.15.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.22.16.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.23.0.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.24.1.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.25.2.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.26.3.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.27.4.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.28.5.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.29.6.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.30.7.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.0.8.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.1.9.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.2.10.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.3.11.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.4.12.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.5.13.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.6.14.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.7.15.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.8.16.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.9.0.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.10.1.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.11.2.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.12.3.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.13.4.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.14.5.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.15.6.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.16.7.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.17.8.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.18.9.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.19.10.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.20.11.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.21.12.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.22.13.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.23.14.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.24.15.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.25.16.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.26.0.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.27.1.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.28.2.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.29.3.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.30.4.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.0.5.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.1.6.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.2.7.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.3.8.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.4.9.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.5.10.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.6.11.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.7.12.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.8.13.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.9.14.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.10.15.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.11.16.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.12.0.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.13.1.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.14.2.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.15.3.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.16.4.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.17.5.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.18.6.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.19.7.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.20.8.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.21.9.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.22.10.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.23.11.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.24.12.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.25.13.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.26.14.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.27.15.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.28.16.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.29.0.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.30.1.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.0.2.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.1.3.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.2.4.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.3.5.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.4.6.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.5.7.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.6.8.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.7.9.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.8.10.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.9.11.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.10.12.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.11.13.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.12.14.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.13.15.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.14.16.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.15.0.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.16.1.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.17.2.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.18.3.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.19.4.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.20.5.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.21.6.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.22.7.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.23.8.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.24.9.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.25.10.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.26.11.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.27.12.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.28.13.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.29.14.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.30.15.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.0.16.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.1.0.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.2.1.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.3.2.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.4.3.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.5.4.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.6.5.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.7.6.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.8.7.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.9.8.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.10.9.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.11.10.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.12.11.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.13.12.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.14.13.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.15.14.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.16.15.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.17.16.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.18.0.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.19.1.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.20.2.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.21.3.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.22.4.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.23.5.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.24.6.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.25.7.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.26.8.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.27.9.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.28.10.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.29.11.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.30.12.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.0.13.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.1.14.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.2.15.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.3.16.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.4.0.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.5.1.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.6.2.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.7.3.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.8.4.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.9.5.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.10.6.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.11.7.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.12.8.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.13.9.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.14.10.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.15.11.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.16.12.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.17.13.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.18.14.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.19.15.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.20.16.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.21.0.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.22.1.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.23.2.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.24.3.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.25.4.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.26.5.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.27.6.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.28.7.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.29.8.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.30.9.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.0.10.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.1.11.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.2.12.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.3.13.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.4.14.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.5.15.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.6.16.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.7.0.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.8.1.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.9.2.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.10.3.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.11.4.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.12.5.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.13.6.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.14.7.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.15.8.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.16.9.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.17.10.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.18.11.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.19.12.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.20.13.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.21.14.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.22.15.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.23.16.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.24.0.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.25.1.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.26.2.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.27.3.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.28.4.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.29.5.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.30.6.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.0.7.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.1.8.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.2.9.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.3.10.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.4.11.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.5.12.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.6.13.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.7.14.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.8.15.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.9.16.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.10.0.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.11.1.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.12.2.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.13.3.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.14.4.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.15.5.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.16.6.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.17.7.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.18.8.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.19.9.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.20.10.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.21.11.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.22.12.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.23.13.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.24.14.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.25.15.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.26.16.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.27.0.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.28.1.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.29.2.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.30.3.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.0.4.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.1.5.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.2.6.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.3.7.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.4.8.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.5.9.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.6.10.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.7.11.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.8.12.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.9.13.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.10.14.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.11.15.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.12.16.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.13.0.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.14.1.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.15.2.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.16.3.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.17.4.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.18.5.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.19.6.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.20.7.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.21.8.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-4.22.9.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-5.23.10.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-6.24.11.tgz 12ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-7.25.12.tgz 13ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-8.26.13.tgz 14ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-1.27.14.tgz 15ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-2.28.15.tgz 16ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-3.29.16.tgz 17ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-4.30.0.tgz 18ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-5.0.1.tgz 19ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-6.1.2.tgz 20ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-7.2.3.tgz 21ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-8.3.4.tgz 22ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-1.4.5.tgz 23ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-2.5.6.tgz 24ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-3.6.7.tgz 25ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-4.7.8.tgz 26ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-5.8.9.tgz 27ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-6.9.10.tgz 28ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-7.10.11.tgz 29ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-8.11.12.tgz 30ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-1.12.13.tgz 31ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-2.13.14.tgz 32ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-3.14.15.tgz 33ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-4.15.16.tgz 34ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-5.16.0.tgz 35ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-6.17.1.tgz 36ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-7.18.2.tgz 37ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-8.19.3.tgz 38ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-1.20.4.tgz 2ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild/-/esbuild-2.21.5.tgz 3ms (cache hit)
npm http cache https://registry.npmjs.org/typescript/-/typescript-3.22.6.tgz 4ms (cache hit)
npm http cache https://registry.npmjs.org/vite/-/vite-4.23.7.tgz 5ms (cache hit)
npm http cache https://registry.npmjs.org/react/-/react-5.24.8.tgz 6ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom/-/react-dom-6.25.9.tgz 7ms (cache hit)
npm http cache https://registry.npmjs.org/eslint/-/eslint-7.26.10.tgz 8ms (cache hit)
npm http cache https://registry.npmjs.org/vitest/-/vitest-8.27.11.tgz 9ms (cache hit)
npm http cache https://registry.npmjs.org/zod/-/zod-1.28.12.tgz 10ms (cache hit)
npm http cache https://registry.npmjs.org/undici/-/undici-2.29.13.tgz 11ms (cache hit)
npm http cache https://registry.npmjs.org/rollup/-/rollup-3.30.14.tgz 12ms (cache hit)
